z,Surv,z1,Repr,Sex,Recr,Rcsz
3.096332298155468,1,3.225877593053249,1.0,0.0,,
3.096381852335287,1,3.036270889146224,1.0,0.0,,
3.0977613677745017,1,3.1976794479126824,0.0,,,
3.0979282104073453,0,,,,,
3.0980297043825495,0,,,,,
3.0981815768506795,1,3.097481212156819,1.0,1.0,1.0,2.708253316965612
3.098418227297499,1,3.0812711602792637,1.0,0.0,,
3.0987709191434263,0,,,,,
3.0989919099353953,1,3.059358953136423,1.0,1.0,1.0,2.7895099711663214
3.099061763133975,1,3.062321606014176,1.0,0.0,,
3.0992134341908155,1,3.3310871330059326,0.0,,,
3.0993309779735094,1,3.0485472126423456,1.0,1.0,1.0,2.612329525307
3.0996083591970067,1,3.2002138160703115,1.0,1.0,1.0,2.513771505530841
3.100016939346738,1,3.146282097569595,1.0,1.0,1.0,2.298494018371343
3.1000300675240204,1,3.0268782363982303,1.0,1.0,1.0,2.555748357419305
3.100141994397236,1,3.2928648539063587,1.0,1.0,1.0,2.7423421644845907
3.100200449570502,1,3.22585226080266,1.0,0.0,,
3.100433623350293,0,,,,,
3.1005984100103547,1,3.0978336096119907,1.0,1.0,1.0,2.67311063127636
3.1008928881331483,1,2.9856753452409794,1.0,0.0,,
3.100896792507964,1,3.213252332208874,1.0,0.0,,
3.101018462803926,1,3.1438370222689533,0.0,,,
3.101084138192398,1,3.0630849404578604,1.0,0.0,,
3.1011860250905285,1,3.1414483843157295,1.0,0.0,,
3.1014267615748405,1,3.123312029292652,1.0,1.0,1.0,2.51960132654917
3.1020265360713872,1,3.2347628110100715,1.0,1.0,1.0,2.953311468355111
3.1021373991638566,1,3.1330709866727084,0.0,,,
3.1029470621541044,0,,,,,
3.1032733267879578,1,3.2341078680470883,1.0,1.0,1.0,2.513932998652486
3.10337793929991,1,3.1258123141853704,1.0,0.0,,
3.1034289134144464,1,3.180367270893131,1.0,1.0,1.0,2.5153965195810946
3.1034472483278197,1,3.139283139135402,1.0,0.0,,
3.1040442501607974,1,3.173707489694096,1.0,1.0,1.0,2.7084598080811473
3.1045587017327962,1,3.1567551980685935,1.0,1.0,1.0,2.7411454464777516
3.1046380813247003,0,,,,,
3.1046438811808335,1,3.2071464865534516,1.0,0.0,,
3.1049583866233936,1,3.2132057931798568,1.0,1.0,1.0,2.3946911387612073
3.1051676899804175,1,3.202101615012924,0.0,,,
3.1055173968008973,1,3.278969582027816,1.0,1.0,1.0,2.6709292607597597
3.106260582290729,1,3.1720557102080433,1.0,0.0,,
3.106311646935425,1,3.0653575047660206,1.0,1.0,1.0,2.4264050854607504
3.106318472837255,1,3.2221440760713436,1.0,1.0,1.0,2.5565025960391816
3.1072311946923126,1,3.101720114763422,1.0,1.0,0.0,
3.1078370129157395,1,3.2152719414045987,0.0,,,
3.108436335895846,1,3.3073021982819637,1.0,1.0,1.0,2.712212586771069
3.108847152375839,1,3.15234776039394,1.0,1.0,0.0,
3.1089683642250243,1,3.113293669896221,1.0,0.0,,
3.1090983966109667,1,3.232864652648235,1.0,0.0,,
3.1092963299726106,1,3.102675881713673,1.0,0.0,,
3.110576247843698,1,3.080428892821778,0.0,,,
3.110747864753108,1,3.0845926667634704,0.0,,,
3.1115592789124245,1,3.2482272281324636,1.0,1.0,1.0,2.5559576015551677
3.112049237556473,1,3.071081893859316,1.0,0.0,,
3.1130207961081107,0,,,,,
3.1132388312420063,1,3.050894592001865,1.0,0.0,,
3.113537791937875,1,3.1106196297679594,1.0,1.0,1.0,2.6461749732042485
3.1137869751564224,1,3.171364567020279,1.0,1.0,1.0,2.3913899391080906
3.1138046189860553,0,,,,,
3.1140106418140823,1,3.157272587318398,1.0,1.0,1.0,2.2570003702078445
3.114216332386593,0,,,,,
3.1156297670806476,1,3.2388268259995168,1.0,0.0,,
3.1158503360568264,1,3.1530338386871524,0.0,,,
3.115881679043259,1,3.0799675774185715,1.0,1.0,1.0,2.120766058151023
3.1165379012131007,1,3.151150033484684,0.0,,,
3.116953597766534,1,3.0842332139337225,1.0,1.0,1.0,2.842510071899323
3.1174456566272934,1,3.1222845487059985,0.0,,,
3.118148264981757,1,3.18874534591728,1.0,0.0,,
3.11843684995973,1,3.240168079682363,0.0,,,
3.1185541665377627,1,3.079409593288218,0.0,,,
3.11862976141268,1,3.167659555474389,1.0,0.0,,
3.118666400927849,0,,,,,
3.1189364038938554,0,,,,,
3.1195551997362814,1,3.258036410359001,0.0,,,
3.1204795512975316,1,3.311196325162851,1.0,1.0,1.0,2.6554304234644244
3.120721451014283,1,3.348267888317098,1.0,0.0,,
3.121267303114009,1,3.07762802079473,0.0,,,
3.122059394351566,1,3.1116995693720555,1.0,0.0,,
3.122486338241951,1,3.137404616928033,0.0,,,
3.1239587901350645,1,3.260734972129039,1.0,0.0,,
3.1247915049720065,0,,,,,
3.125733110244916,1,3.151811424696571,1.0,1.0,1.0,2.3085595265553462
3.126364587054176,1,3.1140048057858802,1.0,1.0,0.0,
3.126549259748224,1,3.1645007715419404,1.0,0.0,,
3.1268241297357253,0,,,,,
3.126982264662921,1,3.1909820946787497,1.0,1.0,1.0,2.5348805263030143
3.127256516329357,0,,,,,
3.1277542352656234,1,3.189138819698148,1.0,0.0,,
3.1278428074511058,0,,,,,
3.127948404298244,1,3.133650784423784,1.0,1.0,1.0,2.8383801751567113
3.128621397099132,1,3.066151456808818,1.0,0.0,,
3.129306205561756,0,,,,,
3.129964706591198,1,3.0982875720570124,1.0,1.0,1.0,2.443590423226532
3.129982240626499,1,3.043589025254477,0.0,,,
3.130430473209954,1,3.1184982100545757,0.0,,,
3.1305448805679483,1,3.306049937396863,1.0,0.0,,
3.130725130724758,1,3.2195757784943795,0.0,,,
3.1309540242823086,1,3.202204177384724,1.0,0.0,,
3.1312614077566026,1,3.1533657325634312,1.0,0.0,,
3.1314733369011125,1,3.257213097485261,0.0,,,
3.1320295249494685,1,3.110198322462634,1.0,0.0,,
3.13299330814038,1,3.0859611195102405,0.0,,,
3.133219419013902,1,2.9963654762114618,1.0,0.0,,
3.133439528123704,1,3.1947937056365108,1.0,1.0,1.0,2.517919505952289
3.1334935824808716,1,3.2082356619591326,0.0,,,
3.13356934428021,1,3.0925272187886907,1.0,1.0,1.0,2.726472454152902
3.135301748485574,1,3.2375124091823064,0.0,,,
3.135953125684559,0,,,,,
3.136055150434748,1,3.208927324503079,1.0,1.0,0.0,
3.137288914339822,1,3.1467140793045494,0.0,,,
3.138594233614186,1,3.104641088075295,1.0,1.0,1.0,2.611416747137378
3.139002907797884,1,3.1292796140014794,0.0,,,
3.140421853807261,1,3.1586477634801615,1.0,0.0,,
3.1404229391747136,1,3.156703986629751,1.0,1.0,0.0,
3.1411092880847633,1,3.214357249420456,1.0,1.0,1.0,2.5451287212196183
3.1417083871030673,1,3.169274014407312,1.0,1.0,0.0,
3.1420955608530448,0,,,,,
3.1421954044503817,1,3.081280501749885,1.0,1.0,1.0,2.7249169423166837
3.1428644692048593,1,3.1725646306334334,1.0,1.0,1.0,2.626345148258014
3.142874554897291,1,3.185552857725554,1.0,1.0,1.0,2.8814169178800677
3.1429031411403967,1,3.173854395780162,0.0,,,
3.143584963906903,1,3.1824591720335746,1.0,1.0,1.0,2.3913517319790403
3.1436326121925005,1,3.4310466623349924,0.0,,,
3.14367821332902,1,3.1799242190765344,1.0,1.0,1.0,2.5196056542517735
3.144105526896548,1,2.985597853875035,1.0,1.0,1.0,2.5146290683432397
3.144254462891039,1,3.0337756026926304,0.0,,,
3.144295092167778,1,3.180631559813438,0.0,,,
3.1445246813451324,1,3.270891200718074,1.0,0.0,,
3.1451248631931046,1,3.2311111949556874,1.0,1.0,1.0,2.7041369029671936
3.145480788435968,1,3.2724054980808117,1.0,1.0,1.0,2.431915400044687
3.1455714624435798,1,2.9604131768350976,1.0,0.0,,
3.1460551402156893,1,3.237134128598021,1.0,0.0,,
3.146702234590665,1,3.170232379946353,1.0,1.0,1.0,2.5450915524688758
3.147044754481485,1,3.121237082199865,1.0,1.0,1.0,2.1757437505241954
3.1480921387636696,1,3.0951887698810294,0.0,,,
3.148518123707832,1,3.1560944502525494,1.0,0.0,,
3.1490089579321707,1,3.2213103138352635,1.0,0.0,,
3.1493643755885095,0,,,,,
3.149663225516479,1,3.273005958010421,1.0,0.0,,
3.149759156579963,1,3.2216145066402766,1.0,1.0,1.0,2.6723160463724813
3.1503489765546115,1,3.1475719239036866,1.0,1.0,1.0,2.696520306204765
3.1504892173571006,0,,,,,
3.1506738070715032,1,3.1928076857683627,1.0,0.0,,
3.150791325277805,1,3.2455507660788476,0.0,,,
3.151538084109204,1,3.2328942191386174,1.0,1.0,1.0,2.6985439122837596
3.151594246535175,1,3.1147307225516543,1.0,1.0,1.0,2.843569467032111
3.1518912728656137,1,3.2208013660280983,1.0,0.0,,
3.1519448081935986,1,3.280049263422317,1.0,0.0,,
3.152067409097862,1,3.116156802022646,1.0,0.0,,
3.152123935992259,1,3.1961062742842783,1.0,0.0,,
3.152668080617377,1,3.1293910948911856,1.0,0.0,,
3.153748131821495,1,3.1339019772980783,0.0,,,
3.1544171887571575,1,3.2779687371870407,1.0,0.0,,
3.1545732524703944,1,3.034314175042685,1.0,1.0,1.0,2.5487083877892616
3.155407064988772,1,3.1766022465116617,0.0,,,
3.155460285436107,1,3.1193641022262626,1.0,0.0,,
3.1559684091101303,1,3.197488410882554,1.0,1.0,1.0,2.497218094369281
3.156911240771917,1,3.208435709661479,1.0,1.0,1.0,2.7415063602803182
3.15728365170151,1,3.1848602739573506,1.0,1.0,1.0,2.5865986957987697
3.1574638166039946,1,3.1869686048522414,1.0,0.0,,
3.1575225207368622,1,3.218291870986276,0.0,,,
3.1576665069751857,1,3.250737001218488,0.0,,,
3.1582194440823788,1,3.2870132361820383,1.0,0.0,,
3.158983743890339,1,3.141539033883883,0.0,,,
3.16009651431541,1,3.2079615210386168,0.0,,,
3.1610387246957705,1,3.263280459226138,1.0,1.0,1.0,2.6545553447696992
3.161463982088102,1,3.1988993473070044,0.0,,,
3.1624109724397345,1,3.1724162498165183,1.0,0.0,,
3.1624321245475975,1,3.2214018076181365,1.0,1.0,0.0,
3.162859517360951,1,3.1206259012885638,0.0,,,
3.163007026054254,1,3.1404024277338105,1.0,1.0,1.0,2.461252396675402
3.163443356373173,1,3.219656507488217,0.0,,,
3.1644510302476014,1,3.1607681765351803,0.0,,,
3.1645510569391155,1,3.1581946734717725,0.0,,,
3.1646358300806345,1,3.10618152620394,0.0,,,
3.1653591334854334,1,3.1192093514492663,0.0,,,
3.1655939998714886,1,3.262557325232713,0.0,,,
3.1656265211241275,0,,,,,
3.1660833963057704,1,3.1715276998589657,0.0,,,
3.166678613289525,1,3.304503279431911,1.0,0.0,,
3.1670256230261726,1,3.041422552541041,0.0,,,
3.167098407012781,1,3.0768399590829265,1.0,1.0,1.0,2.6638228023859662
3.1672707287419493,1,3.246860770467131,1.0,1.0,1.0,2.623650433146379
3.1680409906053084,1,3.322257996979434,1.0,0.0,,
3.1687976810771246,1,3.2617849327515644,1.0,1.0,1.0,2.8041910896258355
3.1697916639261057,1,3.254354456903985,1.0,1.0,0.0,
3.169844323998803,1,3.201277575914391,1.0,1.0,1.0,3.08888622686662
3.1704979192293408,1,3.212871849490592,1.0,1.0,1.0,2.589256163032413
3.1715017596170947,1,3.1242216201458337,1.0,1.0,1.0,2.680342620683886
3.1717787301800446,1,3.142335215652783,0.0,,,
3.171965669087199,1,3.182774404082911,1.0,1.0,0.0,
3.172325308789289,1,3.197108361103812,1.0,1.0,0.0,
3.172685846482511,1,3.1880276154190126,1.0,0.0,,
3.1727339942709407,0,,,,,
3.172797064662973,1,2.9992955707941005,1.0,0.0,,
3.1731801189512048,0,,,,,
3.173723641129924,1,3.173977752134076,1.0,0.0,,
3.174174183648271,1,3.193444819458709,1.0,1.0,1.0,2.7915740273272656
3.174333238558097,0,,,,,
3.1750435253273612,0,,,,,
3.1750490240607276,1,3.173097971352646,1.0,0.0,,
3.1755529030872927,1,3.215213090936204,0.0,,,
3.176244999571842,1,3.227103026948227,0.0,,,
3.176432305565621,0,,,,,
3.1770354379720023,1,3.2073198645184213,0.0,,,
3.178186746410086,1,3.1587544098772056,0.0,,,
3.17912567965799,0,,,,,
3.179140503759942,1,3.040479291945964,1.0,1.0,1.0,2.6550996176307624
3.179651820951128,1,3.099284212701059,1.0,0.0,,
3.179779438398191,1,3.156990045770688,1.0,0.0,,
3.179964199959123,1,3.312721994926463,1.0,0.0,,
3.179972316499813,1,3.21091636954071,0.0,,,
3.180131700276695,1,3.0826099593873817,1.0,0.0,,
3.181811332949586,1,3.1616524585957384,1.0,1.0,1.0,2.581096608144706
3.1821784926047108,1,3.199774640625225,0.0,,,
3.1822729222938855,1,3.2497965096903516,1.0,0.0,,
3.1833309221216624,1,3.228362854282353,1.0,1.0,1.0,2.733335642047208
3.184508139792284,0,,,,,
3.185148753814674,1,3.2493316340461265,1.0,1.0,1.0,2.567385693236558
3.1856458745563057,1,3.334226267624719,0.0,,,
3.186464794303875,1,3.291585536272179,1.0,0.0,,
3.1866291351430966,1,3.3155392380910116,1.0,0.0,,
3.1866595892466583,1,3.195597396080766,0.0,,,
3.186735196539704,1,3.068551188272419,1.0,1.0,1.0,2.526501607828061
3.1868923963451876,1,3.1541110688205327,1.0,0.0,,
3.1881624339044436,1,3.220326705958067,0.0,,,
3.188262282921591,1,3.0286973979707774,1.0,0.0,,
3.1897736569554014,0,,,,,
3.1905449147758893,1,3.1877313653921395,1.0,0.0,,
3.1909533068166263,1,3.2025007965932812,0.0,,,
3.1913621303312065,1,3.1680043991549782,1.0,1.0,1.0,2.630891182067744
3.191728922977296,1,3.2143841648635183,1.0,1.0,1.0,2.5722654773538878
3.19209792631073,1,3.1952477217190367,1.0,1.0,0.0,
3.192157849922388,1,3.169226897085617,1.0,1.0,1.0,2.5742266007834584
3.1928460344244263,1,3.201682579366743,1.0,0.0,,
3.192958395088459,1,3.328279295988078,1.0,1.0,1.0,2.5309451537059515
3.193947042626605,1,3.1830084655148663,1.0,1.0,1.0,2.70876890640989
3.1949903872194323,1,3.3417359309016956,0.0,,,
3.195577602368158,1,3.087096775357155,1.0,1.0,1.0,2.6596651085165885
3.1970047550874736,1,3.1906749578829006,0.0,,,
3.197430168522255,1,3.091362357098521,1.0,0.0,,
3.1981517276360987,1,3.2294435351453377,0.0,,,
3.1986578547709903,1,3.3142473184244663,1.0,0.0,,
3.1991623016081565,1,3.16835784468695,1.0,0.0,,
3.199427571117637,1,3.208297134981007,1.0,0.0,,
3.1998614701288157,1,3.2084007395989955,1.0,0.0,,
3.1999553218635737,1,3.3268144204125125,1.0,0.0,,
3.2000489904004126,1,3.2435576200007485,1.0,0.0,,
3.201222819116973,1,3.1678978438668692,1.0,1.0,1.0,2.634000070052552
3.2015733045059345,1,3.047280263214358,1.0,1.0,1.0,2.646400458083512
3.20195329712984,1,3.2972832480464245,1.0,1.0,1.0,2.4432241934764285
3.2020132093733107,1,3.0722865851389116,0.0,,,
3.202721959593977,1,3.230843807435575,1.0,0.0,,
3.2033332666283236,1,3.0642134486633386,1.0,1.0,0.0,
3.203412836104921,0,,,,,
3.20370782854455,1,3.2412211096472734,1.0,1.0,0.0,
3.2038689816085797,1,3.044820696892831,1.0,0.0,,
3.204073090229012,1,3.2139181724064594,1.0,1.0,0.0,
3.204359717793102,1,3.078859909096776,1.0,1.0,1.0,2.6545303937956324
3.204442667001508,1,3.1941219600938067,0.0,,,
3.20465886174207,1,3.191057909509888,1.0,0.0,,
3.204818165228578,0,,,,,
3.20499039258268,1,3.25236645782574,1.0,0.0,,
3.2052102162353293,1,3.282080548153521,1.0,1.0,1.0,2.308930688113915
3.20535944785752,0,,,,,
3.207641213265714,1,3.056697901751869,0.0,,,
3.207720219718809,1,3.168039862342601,0.0,,,
3.208787085484666,1,3.314509152807035,1.0,0.0,,
3.209948244834171,1,3.371451698909597,1.0,0.0,,
3.2102705122979733,1,3.079224536227446,1.0,0.0,,
3.210313675699569,1,3.2771389431130036,1.0,0.0,,
3.210546902863339,1,3.144549395067332,1.0,1.0,1.0,2.7550510616366606
3.2116237978192155,1,3.178924621057332,1.0,0.0,,
3.2120468663056667,1,3.309904236037789,1.0,0.0,,
3.212085626514511,1,3.2729487126940158,1.0,0.0,,
3.2121401877172358,1,3.1165317231462693,0.0,,,
3.213064798803491,1,3.3281832740183015,1.0,1.0,1.0,2.777646986966735
3.2140295775820342,1,3.2390083775740943,1.0,0.0,,
3.2144283689724245,1,3.079663347170223,1.0,1.0,1.0,2.368634968413718
3.215007191604347,1,3.2414095955406905,1.0,0.0,,
3.215289943098194,0,,,,,
3.2153485647310163,1,3.204295202924266,0.0,,,
3.2160326253408082,1,3.271639906182576,0.0,,,
3.216448898698868,1,3.1104407706837494,1.0,1.0,1.0,2.7505794449263976
3.2171160511751227,1,3.1900154001988144,0.0,,,
3.2181126780148244,1,3.219154898557383,0.0,,,
3.2192776481473544,1,3.271697106559159,0.0,,,
3.2203605639018344,1,3.111572121174979,1.0,1.0,1.0,2.4353364840966996
3.2204648919749848,1,3.319549942222512,1.0,0.0,,
3.2205382009343015,1,3.108128302291907,0.0,,,
3.220935380781819,1,3.3383754165449107,1.0,1.0,1.0,2.7493292048632054
3.2210161597149494,1,3.212713360182797,1.0,1.0,1.0,2.5001625823764444
3.2216062429327548,1,3.136816152810057,0.0,,,
3.221626392003567,1,3.189975986299932,1.0,1.0,1.0,2.3510485652581736
3.2223238707001176,1,3.203157121366924,1.0,0.0,,
3.2233783188685114,1,3.1291839059317588,1.0,0.0,,
3.2240425133305557,1,3.2856769150685636,0.0,,,
3.224062381373124,1,3.339267525427174,0.0,,,
3.2254387796969755,1,3.2901178037977075,1.0,1.0,1.0,2.7110622535538638
3.2257711237406896,1,3.3208509008209273,1.0,1.0,1.0,2.6984619316647223
3.2260052362802334,0,,,,,
3.226493383218673,1,3.2130432372575504,1.0,1.0,1.0,2.9340341330924886
3.2267032678887757,1,3.229077940315786,0.0,,,
3.2281136322753152,1,3.17087937168941,1.0,1.0,1.0,2.582214315457637
3.2281666570840635,1,3.1746601527401457,1.0,1.0,1.0,2.657066500803834
3.2288993688209446,1,3.175036345638485,1.0,0.0,,
3.2305412875765915,1,3.1684726509556893,0.0,,,
3.230981088313518,1,3.205509446902451,1.0,0.0,,
3.231431954432656,1,3.223864223229235,0.0,,,
3.2326750391187082,1,3.2321200465366204,1.0,0.0,,
3.233040685450126,0,,,,,
3.233975370398757,1,3.235240010364161,1.0,0.0,,
3.235110766699732,1,3.2257201062703116,0.0,,,
3.235253541232463,1,3.1644161945157583,1.0,1.0,1.0,2.8139345956044433
3.2358831612858348,1,3.278075161035211,1.0,1.0,1.0,2.5545798197327008
3.236314438614135,1,3.1597915992893655,0.0,,,
3.2364504374716714,1,3.0765586279701043,1.0,0.0,,
3.236560011860682,1,3.156523901401369,1.0,0.0,,
3.237092758761333,1,3.095228535125681,1.0,0.0,,
3.2373371621163827,1,3.16265039021148,1.0,0.0,,
3.2375823611142183,1,3.280350126931488,1.0,1.0,1.0,2.646776370753473
3.238125937779263,1,3.0588947102391977,0.0,,,
3.239282153330774,1,3.1892971302883257,0.0,,,
3.2395056348468168,1,3.2133285325613015,1.0,1.0,1.0,2.7268751204817336
3.240361638378084,0,,,,,
3.2407268484396194,1,3.229319276191132,1.0,1.0,1.0,2.3950892796484013
3.241180586999491,1,3.102338802432996,0.0,,,
3.241188403417596,1,3.201941326540952,1.0,1.0,1.0,2.7039667153345643
3.241222268018631,1,3.166755985010618,0.0,,,
3.2418963884967735,1,3.169725751281258,0.0,,,
3.241965952751011,1,3.3102444423127038,0.0,,,
3.2424165485340275,1,3.344444768770235,1.0,1.0,1.0,2.720041896163411
3.2427236722977257,1,3.2696351996903097,1.0,0.0,,
3.2433088345452816,1,3.2382251829637525,1.0,1.0,1.0,2.584699835902379
3.243401189422431,1,3.12355370167339,0.0,,,
3.2443618500582767,1,3.238745779002805,1.0,0.0,,
3.2453742278347986,1,3.2308136209166003,1.0,1.0,1.0,2.846057808709231
3.2459747677560715,1,3.2317310519700198,1.0,0.0,,
3.2461234369709064,1,3.255986830108205,0.0,,,
3.24683878772612,1,3.197725322362554,1.0,0.0,,
3.2474546786489706,1,3.2942319983002686,1.0,0.0,,
3.2483002215315993,1,3.1901845805488396,1.0,0.0,,
3.248301938376381,1,3.2454793489146683,0.0,,,
3.2488567875293493,1,3.16313433478955,1.0,0.0,,
3.2491586508718653,0,,,,,
3.2496008408280597,1,3.262388358097871,1.0,1.0,1.0,2.7690946807738253
3.249880502984296,1,3.1624453128763124,1.0,1.0,1.0,2.537149228136458
3.2498983624686555,1,3.2580173426739387,1.0,0.0,,
3.249997714438357,1,3.286007222247356,0.0,,,
3.250693455151788,1,3.1452263974572743,0.0,,,
3.251242481408965,1,3.2824112634329934,1.0,1.0,0.0,
3.2513401436394695,1,3.212246555721068,0.0,,,
3.251451661725982,1,3.174311520804158,1.0,0.0,,
3.252045927506022,1,3.186206407312016,1.0,1.0,1.0,2.5017128875786523
3.253881533999694,1,3.215192460645646,1.0,1.0,1.0,2.578210651562528
3.2541393361953626,1,3.0550042852391166,1.0,1.0,1.0,2.687968722527858
3.2546428003960473,1,3.143606920805596,1.0,1.0,1.0,2.5542815675355928
3.2549903963632345,1,3.248035517083526,0.0,,,
3.2568385176736214,1,3.250404946782364,0.0,,,
3.257271972598745,1,3.1947415814493296,1.0,1.0,1.0,2.7969632132205233
3.2573296398140683,1,3.1843064369085075,1.0,1.0,1.0,2.5476010452399547
3.257401337037822,1,3.2596580470054994,1.0,1.0,1.0,2.7480481153779563
3.2575267975878965,1,3.187327405062529,1.0,1.0,1.0,2.673251475866868
3.2577471681995234,1,3.2722961807853523,1.0,0.0,,
3.258341091705972,1,3.2135721978779843,0.0,,,
3.2590230380764105,1,3.2322958389263254,1.0,1.0,1.0,2.6318168802690614
3.2595550042145183,1,3.2412016514439754,1.0,1.0,1.0,2.5531822862532763
3.260748096253706,1,3.2686666640136743,1.0,1.0,1.0,2.3462334541985714
3.261559675350739,1,3.3238655986554617,0.0,,,
3.2626478462317468,1,3.3551190279402814,0.0,,,
3.2629844793695675,1,3.2104390820618436,1.0,0.0,,
3.262988604648215,0,,,,,
3.263271228408551,1,3.2662673999750216,1.0,0.0,,
3.2643716513121968,1,3.1583546548513,1.0,0.0,,
3.2644822142801844,1,3.1930446772716574,0.0,,,
3.264992660755175,1,3.3074597994554704,1.0,1.0,1.0,2.706415780357126
3.2658102574870806,1,3.167079020259394,1.0,1.0,1.0,2.4801767319074384
3.2689530673901124,1,3.268885174671919,1.0,0.0,,
3.269452429508437,1,3.3095926423254265,1.0,0.0,,
3.2702505933054242,1,3.2987013435483536,1.0,0.0,,
3.2714853287803667,1,3.2801135903295218,1.0,1.0,1.0,2.776808381182977
3.272909930487338,0,,,,,
3.275067877964745,1,3.1485530854873445,1.0,1.0,0.0,
3.275961224054191,1,3.42318688249452,1.0,0.0,,
3.276438486841662,1,3.245585324955251,0.0,,,
3.277267713768318,1,3.1262441762754705,1.0,0.0,,
3.2779664161432995,1,3.27634939224754,0.0,,,
3.2784141013379755,1,3.294331599560057,0.0,,,
3.2792750259525723,1,3.2749730937695927,1.0,0.0,,
3.280054210478519,1,3.2254178923439207,1.0,1.0,1.0,2.883549688127863
3.281137826439357,1,3.134107468364556,1.0,1.0,0.0,
3.281479436063881,1,3.2588050977571568,1.0,1.0,1.0,2.8599993984195775
3.281671720807196,0,,,,,
3.2820857282899123,1,3.251297518523656,1.0,1.0,0.0,
3.2824295367372285,1,3.2042647574222918,1.0,1.0,1.0,2.6309956111052615
3.2834716323244226,0,,,,,
3.2844250970307964,1,3.298757472513367,1.0,1.0,1.0,2.7385874053996297
3.287843095190918,1,3.2377288363970553,1.0,0.0,,
3.2888294736088697,1,3.2833817929298963,1.0,1.0,1.0,2.6969295039483696
3.289124632847047,1,3.408040946072317,0.0,,,
3.2891425287959883,1,3.248420262870829,1.0,1.0,1.0,2.907902196460084
3.2915094329067833,1,3.233652331327942,1.0,1.0,0.0,
3.293512366149047,0,,,,,
3.2961334408165004,1,3.3408621420443465,1.0,1.0,0.0,
3.296442334198398,1,3.353800949497731,1.0,0.0,,
3.297328722852405,1,3.191865893119381,1.0,0.0,,
3.29745524663255,1,3.2887288511401067,1.0,0.0,,
3.297811024370976,1,3.2761102041397803,1.0,0.0,,
3.297898856670323,1,3.188498004188838,1.0,1.0,1.0,2.6507046478549485
3.298062989641943,1,3.195444933444659,1.0,0.0,,
3.2981303705589715,1,3.3322178607662294,1.0,1.0,1.0,2.9496986675378185
3.301723386488665,1,3.187020766786461,1.0,0.0,,
3.3019222086457525,1,3.2470213610759977,1.0,0.0,,
3.3042797668489787,1,3.3168466514255983,1.0,0.0,,
3.3044257682756837,1,3.167015255073086,1.0,1.0,1.0,2.519864572343231
3.304701672673907,1,3.2448330571621513,1.0,0.0,,
3.3050306344933746,1,3.322342685216019,1.0,1.0,1.0,2.66285273982447
3.3057121093393307,1,3.3238475193496986,1.0,0.0,,
3.3077392630112294,1,3.1856737681973875,0.0,,,
3.309442355677883,1,3.206881663376946,1.0,1.0,1.0,2.872961293927701
3.31063236881307,1,3.239770704495633,1.0,1.0,1.0,2.7141522369400013
3.311474059844747,1,3.236108865899027,1.0,1.0,1.0,2.8254046544118707
3.31210844449789,1,3.323536290683011,1.0,1.0,1.0,2.7643796061883537
3.3182324959494838,1,3.2802547630579757,1.0,0.0,,
3.3187725412557905,1,3.389733780938613,0.0,,,
3.320085372312925,1,3.2342723443401304,1.0,0.0,,
3.3213607118601205,1,3.35799572179851,1.0,1.0,1.0,2.801987857944844
3.32167535597379,1,3.1432017989954724,1.0,1.0,0.0,
3.3229136927413294,1,3.3078338645035985,1.0,1.0,1.0,2.7942948455879333
3.324067146949568,1,3.373188015000818,0.0,,,
3.3241530737627474,1,3.200581540253625,1.0,1.0,1.0,2.78687911846314
3.330495183341347,1,3.291740702381028,1.0,1.0,0.0,
3.3434759753620984,1,3.3536509265470285,1.0,1.0,1.0,2.572934693084085
3.3471670175788737,1,3.296310512630199,0.0,,,
3.350372559152381,1,3.3717083665818213,1.0,1.0,1.0,2.5416256660848595
3.3509174731235496,1,3.327126341649238,1.0,1.0,0.0,
3.3551541063398274,1,3.25572141549934,1.0,1.0,1.0,2.5000831034416575
3.3666006202889367,1,3.230636576756441,1.0,0.0,,
3.371574921174518,1,3.1351265071055767,1.0,1.0,1.0,2.9788999761302795
3.373461073051539,1,3.164160510953318,1.0,0.0,,
3.3745576033110205,1,3.285320193352014,0.0,,,
3.3796598675817866,1,3.2447422541525826,1.0,1.0,1.0,2.7037097954051164
3.380754388097677,1,3.247194796507521,1.0,1.0,0.0,
3.3844426917834234,1,3.5580500446802663,1.0,1.0,1.0,2.6595222595491523
3.391448375322393,1,3.20276281917788,1.0,0.0,,
3.3978686307418875,1,3.2149851899632034,1.0,0.0,,
3.405536377052401,1,3.1475888584205487,0.0,,,
3.407493332599428,1,3.219357551838439,1.0,0.0,,
3.4180934058825643,1,3.2895590643698633,1.0,0.0,,
3.4574690413611093,1,3.297702354798826,1.0,0.0,,
3.46673750641026,1,3.3270176966153566,1.0,0.0,,
3.471519137533787,1,3.50811074768856,1.0,0.0,,
3.4759614008891737,1,3.486657063118098,1.0,1.0,1.0,2.8532819303658203
3.484030253588995,1,3.3416793132650477,1.0,1.0,1.0,2.8627539309942507
